2011,1,1,41.085667,141.266667,1
2011,1,1,36.657500,140.973500,3
2011,1,2,35.562167,138.784833,3
2011,1,2,39.944500,141.902333,1
2011,1,2,40.520667,141.399333,1
2011,1,3,38.929000,140.609333,1
2011,1,3,36.777833,141.377333,2
2011,1,3,33.671667,130.417167,2
2011,1,3,35.055500,135.553833,1
2011,1,3,34.941167,135.676833,2
2011,1,3,38.573833,139.262500,4
2011,1,4,34.142833,135.136000,2
2011,1,4,35.437833,137.389667,1
2011,1,4,37.173333,141.217500,1
2011,1,5,34.346167,139.253167,1
2011,1,6,35.806000,139.873333,1
2011,1,7,32.570000,130.605500,3
2011,1,8,29.395000,130.393500,1
2011,1,8,41.876500,141.498500,1
2011,1,9,42.606833,142.131333,1
2011,1,9,35.873167,140.249500,2
2011,1,9,42.340000,144.521667,2
2011,1,10,23.723667,143.824500,1
2011,1,10,36.507167,140.343667,1
2011,1,11,34.039667,135.269500,2
2011,1,11,42.601667,142.142667,2
2011,1,12,37.160833,141.408500,3
2011,1,12,37.059667,141.200500,2
2011,1,12,32.619500,130.814833,1
2011,1,12,35.895500,137.776167,2
2011,1,12,35.622167,140.063333,1
2011,1,13,37.286667,140.002000,1
2011,1,13,27.076167,140.174000,2
2011,1,13,29.674333,129.773833,1
2011,1,13,42.039833,139.367833,1
2011,1,14,36.622500,139.492833,1
2011,1,15,35.729167,140.191667,1
2011,1,16,43.862833,147.966667,2
2011,1,16,34.009833,133.776500,3
2011,1,16,34.372167,139.182500,1
2011,1,17,34.373833,139.181500,1
2011,1,17,34.374500,139.179000,1
2011,1,17,43.499167,145.224833,1
2011,1,17,29.578333,130.161333,1
2011,1,17,36.515500,140.979500,3
2011,1,18,41.415000,140.104833,2
2011,1,18,26.238167,128.376167,1
2011,1,18,34.358333,139.230667,1
2011,1,19,34.966167,138.622500,1
2011,1,19,34.008667,133.776667,1
2011,1,19,34.884500,135.379167,1
2011,1,19,35.797167,136.901500,1
2011,1,20,34.806500,139.263000,1
2011,1,20,36.021167,140.092500,1
2011,1,20,29.552833,129.581833,2
2011,1,20,37.043167,139.923167,3
2011,1,21,34.381667,139.175333,1
2011,1,22,37.023667,140.993167,1
2011,1,22,34.496167,137.928000,1
2011,1,22,42.320333,142.996500,2
2011,1,25,43.484833,141.334167,1
2011,1,25,32.017333,131.882833,1
2011,1,25,35.184167,141.407833,2
2011,1,25,35.628000,140.050333,1
2011,1,25,36.288833,137.622667,1
2011,1,26,39.078333,140.696500,1
2011,1,27,32.987833,130.905333,1
2011,1,28,35.670333,137.789333,1
2011,1,28,35.363833,136.816333,1
2011,1,28,36.559667,140.568833,2
2011,1,28,34.730000,135.267667,3
2011,1,28,34.730167,135.269667,1
2011,1,30,34.728333,135.272667,1
2011,1,31,35.543333,138.944000,2
2011,1,31,37.287667,138.931000,1
2011,1,31,34.843500,139.236667,4
2011,1,31,34.844333,139.226333,1
2011,2,1,31.834167,132.181333,1
2011,2,1,36.460500,137.355667,1
2011,2,1,34.892333,133.025667,1
2011,2,1,34.728833,135.270167,1
2011,2,1,42.580667,144.217167,1
2011,2,1,34.247667,135.184167,1
2011,2,3,34.843167,139.231500,1
2011,2,3,29.607833,129.692500,1
2011,2,3,29.649500,129.734000,1
2011,2,3,29.590833,129.738000,2
2011,2,3,29.607500,129.717167,3
2011,2,3,39.925000,143.371333,1
2011,2,3,29.584167,129.761833,1
2011,2,4,31.080833,131.515000,3
2011,2,4,39.105333,142.254500,1
2011,2,4,29.207167,130.307500,3
2011,2,5,29.644000,129.781833,2
2011,2,5,32.232333,130.398833,2
2011,2,5,34.855333,140.619833,4
2011,2,5,29.633167,129.767167,1
2011,2,5,29.629500,129.748667,1
2011,2,5,33.422500,130.767167,2
2011,2,6,41.887333,140.960167,1
2011,2,6,29.663167,129.729833,1
2011,2,6,35.920167,137.784333,3
2011,2,6,34.186167,135.351667,1
2011,2,7,34.892500,133.026167,2
2011,2,7,43.092667,145.607167,1
2011,2,7,29.622667,129.776667,1
2011,2,7,29.636333,129.775667,1
2011,2,7,29.645500,129.768333,1
2011,2,7,31.209167,130.407667,3
2011,2,7,29.622667,129.741667,2
2011,2,7,29.645000,129.784500,1
2011,2,7,32.018000,131.567500,1
2011,2,8,34.952500,140.135167,1
2011,2,9,27.417333,143.446000,1
2011,2,9,28.356000,129.542500,1
2011,2,9,34.808500,139.263500,2
2011,2,9,38.215167,140.224500,1
2011,2,9,25.098667,141.653167,1
2011,2,9,38.214000,140.224667,1
2011,2,9,38.214000,140.223333,1
2011,2,9,36.188333,135.953667,2
2011,2,10,38.293833,140.547500,2
2011,2,10,34.725667,139.320833,1
2011,2,10,37.063833,141.127833,2
2011,2,10,36.663000,141.263333,2
2011,2,10,35.417667,140.094167,1
2011,2,10,37.158500,141.409333,4
2011,2,11,34.036167,135.259667,1
2011,2,11,29.328167,129.991167,1
2011,2,11,35.900000,137.646833,1
2011,2,11,29.509000,129.676667,1
2011,2,11,34.729167,135.266667,1
2011,2,11,35.583667,140.087500,2
2011,2,12,32.604667,129.825333,1
2011,2,13,39.154333,140.954167,2
2011,2,13,36.677833,140.585333,2
2011,2,13,34.837000,139.234333,2
2011,2,14,34.688000,134.786167,1
2011,2,14,34.663667,139.645333,1
2011,2,14,35.415167,136.761500,1
2011,2,14,25.004333,125.602833,2
2011,2,15,34.269500,139.129333,1
2011,2,15,33.418833,130.770000,1
2011,2,15,33.419167,130.770833,1
2011,2,15,33.419000,130.771500,1
2011,2,15,25.958333,128.444333,2
2011,2,16,25.938667,128.465333,1
2011,2,16,38.338000,143.436833,1
2011,2,16,38.362167,143.394167,1
2011,2,16,35.716667,140.691500,2
2011,2,16,35.717167,140.698000,2
2011,2,16,39.886500,142.302000,2
2011,2,16,39.067500,140.888833,1
2011,2,17,32.859500,130.736667,1
2011,2,17,37.496500,140.856667,1
2011,2,17,25.966667,128.418333,2
2011,2,17,35.865167,137.646500,1
2011,2,17,38.206667,138.161167,1
2011,2,17,34.984000,132.812667,1
2011,2,18,26.701500,128.085333,1
2011,2,18,42.982833,144.099167,1
2011,2,18,36.379667,141.422500,2
2011,2,18,37.302167,138.950333,1
2011,2,18,29.903500,129.915000,1
2011,2,18,32.086167,131.832500,1
2011,2,19,32.862333,130.741000,1
2011,2,19,44.794167,150.107000,1
2011,2,19,34.061667,135.082833,1
2011,2,19,37.004500,140.786167,1
2011,2,19,33.491333,135.470167,3
2011,2,20,33.964667,139.866833,1
2011,2,20,41.584167,141.916500,1
2011,2,20,37.163833,141.333667,2
2011,2,21,33.877333,135.364833,4
2011,2,21,36.882333,140.119000,1
2011,2,21,37.985000,141.024500,2
2011,2,21,32.518833,130.763667,1
2011,2,22,42.999167,145.890000,2
2011,2,22,26.356167,128.951000,2
2011,2,22,26.360833,128.942667,1
